doi,url,journal,title,description,publication_date,id_query,source
10.5324/CJCR.V0I31.2531,https://www.semanticscholar.org/paper/36e68ca8dec02c18c727cbd4e3ca655b539b103b,CHIRONOMUS Journal of Chironomidae Research,A new species in the Rheocricotopus (R.) effusus group from Canada with a review of the Nearctic species of Rheocricotopus and Parametriocnemus (Chironomidae: Orthocladiinae),"Rheocricotopus (Rheocricotopus) reduncusoides sp. n. is described from Bathurst Island, Nunavut, Canada. Its discovery was made while curating and examining specimens deposited by H. V. Danks in 1969 at the Canadian National Collection in Ottawa, Canada. We also report the first Canadian record of Parametriocnemus hamatus (Johannsen, 1934) from Québec, based on previously unsorted material deposited at the Canadian National Collection. In this paper we provide distributional records of the Nearctic species of Rheocricotopus Thienemann and Harnisch and Parametriocnemus Goetghebuer, and present a key to the Nearctic adult males of these genera.",2018,9,semantic_scholar
10.1636/P11-16.1,https://www.semanticscholar.org/paper/e52ab68ce788679bb30c43646927764de9d040de,,Colonization dynamics of agroecosystem spider assemblages after snow-melt in Quebec (Canada),"Abstract Spiders are important generalist predators in agroecosystems, yet early season colonization is poorly understood, especially in northern regions. We investigated colonization patterns of spiders in agricultural fields after snow-melt in four cornfields in southwestern Quebec (Canada). Paired pitfall traps were associated with two drift fences to obtain data about immigration to and emigration from the fields and were placed at increasing distances from a deciduous forest border. Control traps were placed four meters inside the forest. Seventy-four species were collected, dominated by Linyphiidae and Lycosidae. Most of the fauna was already active during the first weeks of collection, and early season assemblages differed from late season assemblages. A significant ecotone effect was found for spider abundance, species richness and species composition. This study stresses the importance of early season spider activity in agroecosystems, and this context is relevant to a period of colonization by the dominant, active spider species.",2012,9,semantic_scholar
10.1111/j.1472-4642.2011.00826.x,https://www.semanticscholar.org/paper/acfc665e1a868e3cf392a33e867202739422d361,,Naturalization of exotic plant species in north‐eastern North America: trends and detection capacity,"Aim  To reconstruct historical naturalization trends of exotic vascular plants in Quebec and Massachusetts, two regions that experienced fluctuations in their herbarium specimen collection efforts. We hypothesized that the observed trends are linked to the collection effort and that they differ according to the motive for plant introduction.",2012,9,semantic_scholar
10.1007/s10021-001-0071-7,https://www.semanticscholar.org/paper/2c57dbd774f46cefc89c016317d15f6788a0acac,Ecosystems,The Regeneration of a Highly Disturbed Ecosystem: A Mined Peatland in Southern Québec,,2002,9,semantic_scholar
10.1371/journal.pone.0144878,https://www.semanticscholar.org/paper/0f67335d17519d59a52fdefb0a90346ed3f98a58,PLoS ONE,A Side by Side Comparison of Bruker Biotyper and VITEK MS: Utility of MALDI-TOF MS Technology for Microorganism Identification in a Public Health Reference Laboratory,"Matrix-assisted laser desorption ionization–time of flight mass spectrometry (MALDI-TOF MS) has emerged as a rapid, highly accurate, and cost-effective method for routine identification of a wide range of microorganisms. We carried out a side by side comparative evaluation of the performance of Bruker Biotyper versus VITEK MS for identification of a large and diverse collection of microorganisms. Most difficult and/or unusual microorganisms, as well as commonly encountered microorganisms were selected, including Gram-positive and negative bacteria, mycobacteria, actinomycetes, yeasts and filamentous fungi. Six hundred forty two strains representing 159 genera and 441 species from clinical specimens previously identified at the Laboratoire de santé publique du Québec (LSPQ) by reference methods were retrospectively chosen for the study. They included 254 Gram-positive bacteria, 167 Gram-negative bacteria, 109 mycobacteria and aerobic actinomycetes and 112 yeasts and moulds. MALDI-TOF MS analyses were performed on both systems according to the manufacturer’s instructions. Of the 642 strains tested, the name of the genus and / or species of 572 strains were referenced in the Bruker database while 406 were present in the VITEK MS IVD database. The Biotyper correctly identified 494 (86.4%) of the strains, while the VITEK MS correctly identified 362 (92.3%) of the strains (excluding 14 mycobacteria that were not tested). Of the 70 strains not present in the Bruker database at the species level, the Biotyper correctly identified 10 (14.3%) to the genus level and 2 (2.9%) to the complex/group level. For 52 (74.2%) strains, we obtained no identification, and an incorrect identification was given for 6 (8.6%) strains. Of the 178 strains not present in the VITEK MS IVD database at the species level (excluding 71 untested mycobacteria and actinomycetes), the VITEK MS correctly identified 12 (6.8%) of the strains each to the genus and to the complex/group level. For 97 (54.5%) strains, no identification was given and for 69 (38.7%) strains, an incorrect identification was obtained. Our study demonstrates that both systems gave a high level (above 85%) of correct identification for a wide range of microorganisms. However, VITEK MS gave more misidentification when the microorganism analysed was not present in the database, compared to Bruker Biotyper. This should be taken into account when this technology is used alone for microorganism identification in a public health laboratory, where isolates received are often difficult to identify and/or unusual microorganisms.",2015,9,semantic_scholar
10.1666/0022-3360(2002)76[1:ANLESC]2.0.CO;2,https://www.semanticscholar.org/paper/c728eb4b0cc6a6a3a9209b99c97230381cc6195a,Journal of Paleontology,"A NEW LLANDOVERY (EARLY SILURIAN) CONODONT BIOZONATION AND CONODONTS FROM THE BECSCIE, MERRIMACK, AND GUN RIVER FORMATIONS, ANTICOSTI ISLAND, QUÉBEC","Abstract An abundant conodont fauna was recovered from 202 samples taken from the Becscie, Merrimack, and Gun River formations of early Llandovery (Early Silurian) age on Anticosti Island, Québec. From the collection of 22,409 identifiable specimens, 28 species and four associations representing 12 genera and one group of drepanodontiform elements are documented and their stratigraphic ranges established. One new genus, Rexroadus, is established for two species earlier assigned with question to Oulodus. New species described are Icriodella dicrana, Oulodus sigmoideus, Ozarkodina strena, and Pterospathodus? originalis. The fauna is dominated by species of Ozarkodina and Oulodus; many species have a first appearance that is slightly older than elsewhere suggesting that the Anticosti Basin may have been an important evolutionary radiative center in the early Silurian. There is a slow and progressive diversity increase in conodonts through this interval after the initial appearance of many new taxa in the basal Silurian following the mass extinction in the terminal Ordovician. The Anticosti Llandovery sequence represents one of the few highly fossiliferous, continuous successions in the world and a new conodont biozonation based on conodonts for the Llandovery is proposed with the following interval zones in ascending order: Ozarkodina hassi (new), Ozarkodina strena (new) [subdivided into Oulodus jeannae (new) and Oulodus panuarensis (new) subzones], Ozarkodina clavula (new), Ozarkodina aldridgei (new), Pterospathodus celloni, and Pterospathodus amorphognathoides zones.",2002,9,semantic_scholar
10.4039/tce.2021.44,https://www.semanticscholar.org/paper/d4a0c8dcb4f11ea09a9b4b6c680cf6f9276e0902,Canadian Entomologist,"Elm zigzag sawfly, Aproceros leucopoda (Hymenoptera: Argidae), recorded for the first time in North America through community science","Abstract The elm zigzag sawfly, Aproceros leucopoda Takeuchi (Hymenoptera: Argidae), was reported for the first time in North America during the summer of 2020. Characteristic zigzag defoliation was reported in the province of Québec, Canada, on the community science website, iNaturalist. Field trips conducted to the site resulted in the collection of live specimens (a few larvae and a cocoon from which an adult emerged) and onsite observation of diagnostic defoliation and empty cocoons, confirming the presence of this exotic species in Canada. Subsequent inspection of elm trees by naturalists and scientists in the south of the province led to the conclusion that the species is more widely distributed than first expected and that the invasion is not localised to a small area. Preliminary genetic data pointed to a possible European origin of the Canadian population, but conclusive assignment to source will require examination of more specimens and the collection of reference sequences from different European and Asian populations. This is a good example of the importance of community science in the detection of new invasive species.",2021,9,semantic_scholar
10.5194/CP-5-607-2009,https://www.semanticscholar.org/paper/5d769ffd1ca6ceb0f1c646ae9783fde00e92e4a6,,Extracting a common high frequency signal from Northern Quebec black spruce tree-rings with a Bayesian hierarchical model,"Abstract. One basic premise of dendroclimatology is that tree rings can be viewed as climate proxies, i.e. rings are assumed to contain some hidden information about past climate. From a statistical perspective, this extraction problem can be understood as the search of a hidden variable which represents the common signal within a collection of tree-ring width series. Classical average-based techniques used in dendrochronology have been applied to estimate the mean behavior of this latent variable. Still, depending on tree species, regional factors and statistical methods, a precise quantification of uncertainties associated to the hidden variable distribution is difficult to assess. To model the error propagation throughout the extraction procedure, we propose and study a Bayesian hierarchical model that focuses on extracting an inter-annual high frequency signal. Our method is applied to black spruce (Picea mariana) tree-rings recorded in Northern Quebec and compared to a classical average-based techniques used by dendrochronologists (Cook and Kairiukstis, 1992).",2009,9,semantic_scholar
10.1139/Z05-065,https://www.semanticscholar.org/paper/90a78ba88736ee342c7130b714e01c2c608b7372,,"Conservation genetics of the wood turtle (Glyptemys insculpta) in Quebec, Canada","Throughout its range, the long-term persistence of the wood turtle (Glyptemys insculpta Le Conte, 1830) is jeopardized by habitat perturbations and commercial collection. The main objective of this study was to acquire knowledge on the genetic structure of wood turtle populations within Quebec, where the species reaches the northernmost limit of its range, to identify proper conservation units. The six known populations in Quebec were genetically characterized using five microsatellite loci. Genetic analyses revealed high variability among all populations (HO ranging from 0.561 to 0.886), suggesting that past population declines have not yet affected their genetic diversity. Since populations are located on both shores of the St. Lawrence River, two colonization hypotheses were tested to determine whether the River acted as a dispersal route or as a barrier. Results of AMOVA tests, phylogenetic analyses, and assignment tests demonstrated the clear distinction between populations from both shores, and thre...",2005,9,semantic_scholar
10.3897/BDJ.8.e49918,https://www.semanticscholar.org/paper/ee79d23bbd0e8d06528fa9165ec459203945b4a4,Biodiversity Data Journal,"Xylocopa sonorina Smith, 1874 from Vancouver, British Columbia, Canada (Hymenoptera: Apidae, Xylocopinae) with comments on its taxonomy","Abstract Background Only one species of large carpenter bee, Xylocopa virginica (Linnaeus, 1771), has been recorded from Canada, albeit restricted to southern Ontario and Quebec. However, a single female specimen identified by Hurd in 1954 as X. varipuncta Patton, 1879 from British Columbia is in the C.A. Triplehorn Insect Collection at The Ohio State University (OSUC), suggesting that this species was accidentally introduced into coastal western Canada. As wood-nesters, many large carpenter bees are likely capable of expanding their range great distances by natural and unnatural transport methods while nesting inside suitable substrates, the presumed mode of transport into western Canada, and likely elsewhere. The ease at which the nests are transported has likely contributed to the nomenclatural and distributional ambiguity surrounding this species due to morphological similarities of specimens from North America, Hawaii, and several South Pacific islands. New information By comparing DNA barcodes of specimens from the western United States to specimens from Hawaii, we confirm the early opinion of P.H. Timberlake (Timberlake 1922) that specimens long established on the Hawaiian Islands are the same X. varipuncta from continental North America. Furthermore, these DNA barcode sequences also match those of specimens identified as X. sonorina Smith, 1874 from the French Polynesian and Samoan Islands, thus fully supporting the opinion of Groom et al. (2017) that all are likely conspecific. As X. sonorina, a species described from and likely introduced to Hawaii is the oldest name available, X. varipuncta is here placed into synonymy. Additional research will be needed to trace the timing and pathway of introduction and establishment of X. sonorina; it is presumed that the species is native to the southwestern United States but has been established in Hawaii since the mid-1800s. It is also established in French Polynesia, the Samoan Islands, and likely other south Pacific islands, with additional records of occurrence from Java, New Zealand, and now Canada.",2020,9,semantic_scholar
,https://www.semanticscholar.org/paper/0843d87c1bc06db1293fca788e24c3a57e2f2666,,"Taxonomy of Ordovician ostracodes from western Newfoundland, Anticosti Island and the St. Lawrence Lowlands of Québec","The results of an investigation of Middle and Upper Ordovician ostracodes from southeastern Canada are reported. Sixty-two samples were collected from the Table Head and Long Point groups, western Newfoundland, the Jolliet Group, Anticosti Island, and the Trenton Group, St. Lawrence Lowlands. These yielded over 2600 moderately to well-preserved ostracodes. The Carter Collection, an existing collection of ostracodes from the Lowlands, was also examined. During the research, a series of difficulties were encountered in obtaining the faunas, interpreting their taxonomy, and understanding their paleoenvironmental implications. -- In the sections studied, Ordovician ostracodes occurred sporadically and were often rare or absent. All the collections were obtained by washing soft shales or by vibra-tool preparation of indurate limestones; selection of samples that can be readily processed is essential. Ordovician ostracode taxonomy is often confusing; many species are narrowly defined and allow little morphological variation. In this study, the taxonomy of a number of species is revised and a number of existing species are re-interpreted as synonyms. Fifty-four species representing forty genera are described and illustrated. No new species are established, because the current species are either already described in the literature, or could only be identified at the generic level because of a lack of well-preserved material. -- Although faunal composition, abundance and diversity arc directly influenced by the paleoenvironment, it is difficult to develop ostracode-based criteria for the elucidation of Ordovician paleoenvironments. Observations made during this study indicate that sea-level changes and water depth were strong controls on the nature of Ordovician ostracode faunas. In the Lourdes Formation, western Newfoundland and the Ellis Bay Formation, Anticosti Island, marked increases in faunal diversity and the rates of speciation can be directly correlated with transgressive events that increased the shelf area and the variety of niches available. Water depth, through its control of a variety of interdependent ecological factors, such as water temperature, food supply and substrate, was also an important influence on the type of ostracode community present. A series of depth-related communities are tentatively recognised. High- energy, nearshore environments tend to have a high-abundance, low-diversity fauna consisting of large, robust, smooth ostracodes; speciation rates are low and the community structure is relatively stable. Stable, open shelf, carbonate environments tend to have high-diversity faunas, consisting of a wide variety of ornamented forms such as Eurychilina subradiata and Foramenella phippsi; speciation rates are high and the community structure frequently changes. Outer shelf to shelf-slope environments tend to have a low-diversity, low-abundance fauna consisting of drepanellids such as Warthinia nodosa and smooth-elongate ostracodes like Phelobythocypris cylindrica; speciation rates are low and the community structure is stable. As depth increases and the shelf-slope transition is crossed, faunal abundance and diversity diminish rapidly and in situ ostracode faunas disappear altogether. -- Effective use of Ordovician ostracodes as biostratigraphic indicators, depends on their ability to cross facies and provincial boundaries. At present it is not possible to make more than crude correlations, because the faunas are not well enough known. A few of the species, such as Eurychilina subradiata and Tetradella quadrilirata, are wide ranging and have obvious potential for correlating Ordovician shelf sediments. Many other species cannot be used for inter- or intra-regional correlation, because they are locally endemic, occurring in some areas, but not in others.",1991,9,semantic_scholar
10.1017/S0031182017000117,https://www.semanticscholar.org/paper/59b979d47398d5ff5b5db0800b7176e51443333f,Parasitology,Evaluating the submission of digital images as a method of surveillance for Ixodes scapularis ticks,"SUMMARY Widespread access to the internet is offering new possibilities for data collection in surveillance. We explore, in this study, the possibility of using an electronic tool to monitor occurrence of the tick vector of Lyme disease, Ixodes scapularis. The study aimed to compare the capacity for ticks to be identified in web-based submissions of digital images/photographs, to the traditional specimen-based identification method used by the provincial public health laboratory in Quebec, Canada. Forty-one veterinary clinics participated in the study by submitting digital images of ticks collected from pets via a website for image-based identification by an entomologist. The tick specimens were then sent to the provincial public health laboratory to be identified by the ‘gold standard’ method using a microscope. Of the images submitted online, 74·3% (284/382) were considered of high-enough quality to allow identification. The laboratory identified 382 tick specimens from seven different species, with I. scapularis representing 76% of the total submissions. Of the 284 ticks suitable for image-based species identification, 276 (97·2%) were correctly identified (Kappa statistic of 0·92, Z = 15·46, P < 0·001). This study demonstrates that image-based tick identification may be an accurate and useful method of detecting ticks for surveillance when images are of suitable quality.",2017,9,semantic_scholar
10.4039/ENT1251141-6,https://www.semanticscholar.org/paper/3521c59b15b1ba449d93319528a056092be4d084,Canadian Entomologist,"THE IDENTITIES OF PSYLLIDS (HOMOPTERA: PSYLLOIDEA) IN THE PROVANCHER COLLECTION, WITH THE DESIGNATION OF LECTOTYPES","Provancher (1872, 1886) described eight species of psyllids from eastern Canada. Their identities have subsequently been confused, ignored, or regarded as doubtful by several authors, primarily because the original descriptions were imprecise and the location of type material unknown [see Hodkinson (1988) for summary]. Van Duzee (1912) excluded these species from his review of the synonymy of the Provancher Hemiptera. I have now examined the Provancher psyllid material deposited in the Department of Biology, University of Laval, Ste-Foy, Quebec, Canada. This paper clarifies the identity of species and designates lectotypes where appropriate. None of the specimens bear locality or host-plant data, although these data are usually given in rudimentary form in the descriptions. Provancher did not state numbers of specimens examined in his descriptions.",1993,9,semantic_scholar
10.3375/043.039.0305,https://www.semanticscholar.org/paper/535fc0b1a81f0ca866b3bd66776fe3fbca200cfc,Natural areas journal,Parental Plant Elevation Does Not Affect Nonnative Poa annua's Seed Germination and Propagation Potential,"Nonnative species are a threat to biodiversity as their numbers are increasing in protected areas globally, impacting many ecological processes such as hydrological cycles, fire regimes, and competition. These species possess traits that ease their progression into alpine habitats, which could be a threat to rare and endemic plants in these areas. A prime example of this is in the Gaspesie National Park (Quebec) where many nonnative species, such as Poa annua, are progressing in elevation, establishing in alpine habitats inhabited by rare and endemic species. In the case of this study, the impacts of elevation on parental plants and date of collection on seed germinability was determined for mature seeds of P. annua on three mountains in the Gaspesie National Park. Elevation as well as the date of collection did not influence germination of seeds of P. annua, and total germination remained very high (>80%) at high elevations. Therefore, because seed germination is not affected by maternal plant elevation, we assume that the abundance of P. annua may increase in disturbed alpine areas, and management strategies should be developed to counter or mitigate the effects of these invasions.",2019,9,semantic_scholar
