url,title,description,method,notes,keywords,locations,publication_date,cited_articles,id_query,source,full_text,quebec,done,reason_non_valid,valid_yn,dataset_relevance,dataset_location,dataset_format,Geospatial_info_dataset,Geospatial_info_repo_page_text,Geospatial_info_article_text,species,temporal_range,temporal_range_position,temporal_duration_y,temporal_duration_position,spatial_range_km2,spatial_range_position,data_type,relevant_data_type,referred_dataset,relevance_referred_dataset,Journal,publication_year,,Comments
https://doi.org/10.7202/015855AR,A note on the activity and species composition of sesiids [Lepidoptera: Sesiidae] as measured by pheromone traps and trunk sampling in apple orchards of southwestern Quebec,"Adult males and larvae of sesiids were monitored in ten (1989–1991), five (2000) and two (2004) Quebec apple orchards. Multi Pher III traps baited with 99.1% Z, Z-3, 13-octadecadienyl acetate and 0.9% Z, E plus E, Z-3, 13-octadecadienyl acetate were used for adults, and trunk sampling was used for larvae. Synanthedon scitula, S. pyri, Podosesia syringae, S. acerrubri, S. fulvipes, S. exitiosa, S. acerni and Sesia tibialis males were captured between 1989 and 1991. Only 5 of the 347 adults of the S. scitula/pyri complex captured in 2000 belonged to S. pyri.",,,Sampling (signal processing); Bibliothèque de l'École des Chartes; Les Trophées du Libre; Pheromone; capsule (pharmacologic); Diethylstilbestrol; Spider trap; Alan Dix; Trunk (software),,29/5/2007,,8,semantic_scholar,,,,NA,yes,No dataset,,,,NA,no,,,,,,,,,,,,Phytoprotection,2006,,(Relevance article : L)
https://doi.org/10.1021/ES0010204,A stable-isotope approach to delineate geographical catchment areas of avian migration monitoring stations in North America.,"Migration monitoring stations (MMSs) were established to provide information on population trends of North American passerines. However, apart from inferring general origins of birds, there has been no way to delineate geographical catchment areas sampled by MMSs. The ability to resolve MMS catchment areas would greatly enhance our ability to link and constrain population declines to specific geographical areas and thereby focus conservation efforts. Here, we utilize stable-hydrogen (delta D) and carbon (delta 13C) isotope values of rectrices of fall hatch-year (HY) and spring adult after-second year (ASY) Swainson's Thrush (Catharus ustulatus) moving through two MMSs in Canada to determine natal and molting catchment areas for those stations. Stable-carbon isotope signatures provided no information on geographical origins of birds. Conversely, delta D signatures provided good latitudinal geographical control, and this was also supported by analysis of feathers from two other species, Gray-cheeked Thrush (Catharus minimus) and Harris' Sparrow (Zonotrichia querula), also known to breed and molt in northern regions. The delta D values of fall HY birds moving through Delta Marsh MMSs in Manitoba were more negative than those moving through Long Point MMSs in southern Ontario, clearly indicating more northwesterly origins. However, based on delta D values alone, both MMSs sampled birds from broad catchment regions of the Canadian Boreal forest. The interpolated catchment area of the Delta MMS encompassed northwest Manitoba to northwestern Alberta. The interpolated catchment area of the Long Point MMS extended from north central Ontario and Quebec and into western Canada. The delta D values of birds moving northward in spring suggested that most ASY Swainson's Thrush molted at more southerly locations than their breeding sites. We show the stable-hydrogen isotope approach may be employed to significantly improve conventional observational techniques for avian population monitoring, and that MMSs provide a reliable means of associating population productivity with regional conservation issues.",,,Oral candidiasis; Breeding; National origin; Molting; Passeridae; Aves; Methyl Methanesulfonate; hatching; gamma-delta T-Cell Receptor; Isotopes,,1/5/2001,,6,semantic_scholar,,,,location,no,,,,,,,,,,,,,,,,,,,,,Maritoba and Ontario
https://doi.org/10.5558/TFC76653-4,"Évaluation de la coupe avec protection de la régénération et des sols comme méthode de régénération de peuplements mélangés du domaine bioclimatique de la sapinière à bouleau jaune de l'est du Québec, Canada","The effect of careful logging to preserve advance growth was studied in mixedwood stands of the balsam fir (Abies balsamea (L.) Mill.) - yellow birch (Betula alleghaniensis Britton) eco-climatic domain in eastern Quebec, Canada. The study is based on 19 sites harvested five years earlier. In each cutover, 50 sample plots have been established to quantify the abundance of regeneration five years after logging. This cutting method proved to be ineffective in limiting the invasion of competiting species such as mountain maple (Acer spicatum Lam.) and pin cherry (Prunus pensylvanica (L.), which fully occupied the sites with 25 092 and 5619 stems ha−1 respectively. Balsam fir was abundant after five years in the study area with 13 500 stems ha−1 but two thirds of the seedlings were smaller than 30 cm. Soil disturbance was minimal, probably limiting the establishment of yellow birch, which reached a density of 1416 stems ha−1 five years after logging. Height growth projection of regeneration over five years sho...",,,,,1/8/2000,,4,semantic_scholar,,,,NA,yes,L,article,article,no,NA,site coordinates,"sapin baumier, , epinette blanche, , bouleau jaune, bouleau a papier, Crable a epis, cerisier de Pennsylvanie",1997,source publication text,1,no,35,no,density,,,,The forestry Chronicle,,,"(Relevance article : L) Tables in the article showing density data per site, but no coordinates of the sites, only coordinates of the area where the sites are"
https://doi.org/10.1139/B86-122,Abondance relative et diversité des Endogonacées dans un sol de verger du Québec,"Studies of soil samples from an apple orchard in Frelighsburg revealed the presence of seven species of Endogonaceae, six of which generated vesicular and arbuscular mycorrhizae on Tagetes erecta L. While Glomus constrictum Trappe, Glomus mosseae (Nicol. & Gerd.) Gerd. & Trappe, and Sclerocystis rubiformis Gerd. & Trappe made up more than 90% of the organisms observed, Gigaspora calospora (Nicol. & Gerd.) Gerd. & Trappe, Glomus aggregatum Schenck & Smith, and Glomus etunicatum were seen in approximately half of the samples. An enumeration of the Endogonaceae observed is followed herein by a discussion dealing with the frequency and the relative abundance of these species in the soil and with the practical interest which arises from this type of survey.",,,,,1/5/1986,,4,semantic_scholar,,,,NA,yes,L,article,article,no,NA,administrative unit,"Tagetes erecta, Glomus constrictum, Glomus mosseae, Sclerocystis rubiformis, Gigaspora calospora, Glomus aggregatum",1983,source publication text,<1,no,"0,5",no,density,,,,Canadian Journal of Botany,,,(Relevance article : L) Tables in the article with density information
,Afin d’évaluer les facteurs environnementaux contrôlant la distribution du bouleau jaune,"14 To evaluate environmental controls of yellow birch (Betula alleghaniensis Britton) distribution 15 at its northern distribution limit in eastern Canada, we analysed abundance, age structure, 16 biomass accumulation rate, and growth sensitivity to climate of this species at 14 sites along a 17 200-km latitudinal gradient spanning three bioclimatic domains and reaching frontier 18 populations of this species in western Quebec. We observed a large variability in seedling 19 density across domains and presence of sites with abundant yellow birch regeneration within 20 all three bioclimatic domains. Seedling density was positively correlated to the mean age and 21 the abundance of yellow birch trees in the canopy, while sapling density was positively 22 associated with dryer habitats. Growth patterns of canopy trees showed no effect of declining 23 temperatures along the south-north gradient. Environmental controls of birch distribution at its 24 northern limit were realized through factors affecting birch regeneration and not growth of 25 canopy trees. At the stand scale, regeneration density was strongly controlled by local site 26 conditions, and not by differences in climate among sites. At the regional scale, climate 27 variability could be an indirect driver of yellow birch distribution, affecting disturbance rates 28 and, subsequently, availability of suitable sites for regeneration. 29",,,Spatial variability; Betula alleghaniensis; Trees (plant); Lactic acid; Habitat; Tree accumulation; Natural regeneration; Linear algebra; Betula Genus; File spanning; Population; Gradient; Motorola Canopy,,2015,,4,semantic_scholar,,,,NA,yes,M,article,article,"site IDs, site coordinates",NA,"range coordinates, Map",16 tree species,no,NA,no,NA,25000,no,density,,,,,,,This is the link I found: https://depositum.uqat.ca/id/eprint/665/1/Guitard%2C%20Marc-Antoine.pdf
https://doi.org/10.15376/BIORES.13.3.6893-6910,American beech in value-added hardwood products: Assessing consumer preferences,"The depleted state of the northern hardwood forests of Quebec, Canada has forced the hardwood flooring industry to adapt its production. American beech (Fagus grandifolia), a traditionally less desired species, is now increasingly being included in wood supplies to sawmills in western Quebec, where forest managers hope this resource can be valued before the onset of significant mortality and wood degradation from the beech bark disease. This study aimed: 1) to assess the preferences of consumers towards American beech flooring products compared to well known species traditionally used in this market; and 2) to compare results obtained in face-to-face surveys with web-based surveys of consumer preferences. Results from both survey types revealed that the finishing colour was the most important factor affecting the decision of respondents, followed by species and price. American beech ranked third in species preferences, just above birch. Divulgating species names only affected (positively) the perception of respondents towards oak. It was concluded that American beech could be included in the current wood flooring market, probably among cheaper options such as birch. The similarity of results from face-to-face and online surveys suggests that general trends in consumer preferences could be rapidly and cheaply assessed using the latter option.",,,,,27/7/2018,,0,semantic_scholar,,,,other,no,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1139/X88-250,An occurrence of boron deficiency in the deciduous forest of the Quebec Appalachians and the St. Lawrence Lowlands,"In mid-June 1985, visual symptoms of boron deficiency were observed on the seedlings of several tree species in the understory of the deciduous forest of the Quebec Appalachians and the St. Lawrenc...",,,,,1/12/1988,,5,semantic_scholar,,,,NA,yes,X,article,article,no,,site coordinates,"sugar maple, red maple",,,,,,,presence only,,,,Canadian Journal of Forest Research,1988,,Only a list of species names
,"Anthidium manicatum (L.) (Hymenoptera: Megachilidae) found on the island of Newfoundland, Canada.","The island of Newfoundland is North America’s most easterly landmass, and its depauperate insect fauna is most likely reflective of the island’s isolation and its harsh climatic conditions. Newfoundland’s bee fauna is not specious with around 50 species recorded on the island (Hicks 2009), considerably fewer than adjacent mainland areas of Canada (Sheffield et al. 2003; Sheffield et al. 2008). This note details the occurrence of the introduced bee, Anthidium manicatum (L.) in Newfoundland. The native range of Anthidium manicatum is throughout Europe, North Africa and western Asia, but because of unintentional introductions, it has become the world’s most widespread unmanaged bee species (Strange et al. 2011). The first record of its establishment in North America was in 1963 at Ithaca, New York (Jaycox 1967; Pechuman 1967). While the spread of the bee initially seemed slow, it is now known to occur throughout the eastern and central US (Miller et al. 2002; Tonietto and Ascher 2008), to Colorado and Idaho (Gibbs and Sheffield 2009) and in California (Zavortink and Shanks 2008). The first Canadian record occurred in southern Ontario in 1984 (Smith 1991) where it is now widespread (Romankova 2003). It also now occurs in southern Quebec (Payette 2001), Nova Scotia (Hoebeke and Wheeler 2005), and British Columbia (Gibbs and Sheffield 2009). Anthidium manicatum is easily recognized within the bee fauna of Newfoundland; it has a black body and bold yellow stripes on the metasoma and a rather robust body (Figure 1a). The male has distinctive lateral spines on the 6th abdominal segment and three spines on the terminal segment. Males aggressively defend their territory and use these abdominal spines to knock other bees out of the air, sometimes killing them (Pechuman 1967; Severinghaus et al. 1981). Anthidium manicatum is known as the wool-carder bee because it gathers trichomes from plants that have dense pubescence on their leaves (Figure 1b). The “wool” collected is used to line its brood cells which are constructed in a variety of pre-existing cavities in wood and other substrates. The brood cells are provisioned with a mixture of pollen and nectar (Müller et al. 1996). An egg is laid on the provision and the bee larva feeds and develops from this provision. Müller et al. (1996) describe how these bees also collect glandular products from plant trichomes on the basitarsis of the front legs and include these products among the wool. They surmise that the addition of the plant secretions to the wool helps waterproof the brood cells and also prevents microbial growth. The carding of wool by this species of bee seems to be restricted to plants in the Lamiaceae (mint family) where the non-native Lamb’s Ears, Stachys byzantina K. Kock, is the common host. Nectar foraging by Anthidium manicatum occurs on many different plant species, within the Lamiaceae, Fabaceae and Scrophulariaceae (Payette 2001; Zavortink and Shanks 2008). However, other plants (e.g., Asteraceae) may be utilized to a lesser extent (Miller et al. 2002). Anthidium manicatum was collected for the first time by the author on the west coast of Newfoundland on 21 July 2011 in Corner Brook (48.951528oN: 57.93465oW); a female resting on the side of a house. An additional female was captured by the author on 3 August taking nectar from Trifolium pratense L. (Fabaceae) near the first site. On 6 August, two areas of Stachys byzantina were located in the vicinity and several male and female Anthidium manicatum Anthidium manicatum (L.) (Hymenoptera: Megachilidae) found on the island of Newfoundland, Canada",,,,,2011,,5,semantic_scholar,,,,location,no,,,,,,,,,,,,,,,,,,,,,Labrador
https://doi.org/10.1023/A%3A1011871723686,Area prioritization for biodiversity conservation in Québec on the basis of species distributions: a preliminary analysis,"Results are presented which prioritize areas for potential protection in Québec on the basis of biodiversity considerations. These results are relevant to the ongoing public discussion in Québec about designating new parks and refuges so that the province may fulfil its obligations to Canada's Endangered Spaces Campaign. The prioritization algorithm used in this analysis is based on rarity and complementarity. It attempts to sample biodiversity in as area-efficient a way as possible. The biodiversity surrogates used here comprise a subset of 743 species for which data on spatial distributions are publicly available; the analysis begins with 394 species at risk. It is shown that: (i) the existing network of protected areas in Québec does a poor job of protecting these biodiversity surrogates; (ii) adding adjacent areas to this network will not be the optimal way of protecting these biodiversity surrogates; (iii) many of the areas that have highest priority are in southern Québec, which has a high human population density; (iv) because of (iii), designating parks may not be economically or sociologically feasible and more adaptive alternative conservation plans will have to be devised; (v) coastal areas, riparian habitats, and other wetlands should have high priority for protection but are currently very inadequately represented in the reserve network; (vi) there is some reason for concern about the clear-cut logging of boreal forests in northern Québec; and (vii) the islands, Île d'Anticosti and the Îles-de-la-Madeleine, emerge as being of very significant conservation value and plans for the protection of areas on them should be an immediate goal for biodiversity conservation in Québec.",,,Forests; Population Density; Park (environment); Vii; Complementarity theory; Mangrove Swamps; Subgroup; Wetlands; Algorithm; Habitat; Linear algebra; Surrogates; Emoticon; Spaces,,1/9/2001,,6,semantic_scholar,,,,NA,yes,M,article,article,no,NA,no,743 species (flora and fauna),1974-1999,source publication text,25,no,1500000,source publication text,,,,H,Biodiversity and Conservation,,,Only a list of species names
,Qu�bec Ministry of Environment and Wildlife,,,,,,,,NA,,,,,NA,yes,H,,,,NA,,744 species (flora and fauna),1974-1999,,,,1542056,,"presence-absence, presence only",,y,,,,,
,Qu�bec Natural Heritage Data Center of,,,,,,,,NA,,,,,NA,yes,H,,,,NA,,"346 plant species, 48 animal species",,,,,1542056,,"presence-absence, presence only",,y,,,,,Distribution od species ar risk in Quebec
,Canadian Wildlife Service,,,,,,,,NA,,,,,NA,yes,H,,,,NA,,breeding birds,1984-1994,,,,,,,,y,,,,,published as an Atlas in 1996 (Gauthier and Aubry 1996).
